coderome,a_pourvoir_le,titre_offre,date_publication,des_que_possible_desc,diplome,duree_contrat,nb_postes,numero,created,niveau_formation,experience,commune_emploi,employeur_nom_entreprise,employeur_adresse_correspondance_subdivision,activites_multivalue,competences_multivalue,contact_mail
K2503,2025-04-08,"Agent / Agente de sécurité boîte de nuit, discothèque",2025-04-08 19:33:54+00,Dès que possible,,3 mois,2,2025-04-021564,2025-04-08 19:33:54+00,Certification locale,Moins d'1 an,Nouméa,SECURITE SOKO NC,98845 NOUMEA CEDEX,"Accueillir, orienter et renseigner un client,Communiquer à l'oral en milieu professionnel,Expliquer et faire respecter les règles et procédures,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Rédiger un rapport, un compte rendu d'activité,Appliquer les règles et protocoles visant à limiter les effets de l'activité sur l'environnement,Renseigner les supports de contrôle et de constat,Adapter son discours selon l'interlocuteur,Rendre compte de son action, de risques ou d'anomalies au responsable,Réaliser une intervention nécessitant une habilitation,Évacuer les personnes, les mettre en sécurité en cas d'accident, d'incendie et guider les secours,Procéder à une justification d'identité,Déclencher les mesures d'urgence en cas d'incident,Transmettre de l'information,Repérer les anomalies, incidents et informer les forces de l'ordre et les clients,Protéger des personnes et des biens,Prévenir et résoudre les conflits,Contrôler l'accès et la circulation des personnes,Détecter les comportements suspects",,marevalole@hotmail.fr
M1604,2025-04-09,Assistant / Assistante de direction,2025-04-09 10:08:47+00,Dès que possible,,,1,2025-04-021569,2025-04-09 10:08:47+00,Bac +2,Au moins 3 ans,Nouméa,CONSEIL DE L'ORDRE DES PHARMACIENS DE NC,98846 Nouméa Cédex,"Organiser, coordonner un événement,Établir, mettre à jour un dossier, une base de données,Piloter une activité,Utiliser les outils bureautiques,Appliquer un cadre juridique ou réglementaire,Réaliser une veille documentaire,Suivre un contrat, vérifier le respect des clauses contractuelles,Rédiger un rapport, un compte rendu d'activité,Assurer un accueil téléphonique,Assurer la gestion administrative et financière d'une activité,Organiser et contrôler un approvisionnement,Classer des documents,Réaliser la gestion administrative des contrats,Transmettre de l'information,Définir une stratégie de communication,Collecter et analyser des informations,Acceuillir, orienter, informer une personne,Archiver des dossiers et documents de référence","Méthode de classement et d'archivage,Techniques de prise de notes,Modalités d'accueil,Droit du travail,Normes rédactionnelles,Techniques de numérisation",president@copnc.nc
J1506,2025-04-23,Infirmier / Infirmière de soins généraux,2025-04-23 10:27:05+00,Dès que possible,Infirmier diplôme d'état,6 mois,1,2025-04-021676,2025-04-23 10:27:05+00,Bac + 5 et plus,Au moins 1 an,Païta,Résidence des Pavillons d'Eugénie,98890,"Pratiquer des soins palliatifs,Réaliser des soins d'hygiène corporelle, de confort et de prévention,Réaliser un prélèvement biologique,Pratiquer un suivi en stomatothérapie,Désinfecter et décontaminer un équipement,Installer à domicile du matériel médical (lit médicalisé, appareil d'assistance respiratoire, ...) et en expliquer le fonctionnement,Renseigner des documents médico-administratifs,Réaliser des opérations comptables,Pratiquer des soins de psychiatrie et de santé mentale,Pratiquer un suivi des pathologies chroniques stabilisées,Informer un patient,Pratiquer des soins en oncologie,Pratiquer une prise en charge de la maladie rénale chronique,Assurer la gestion administrative d'une activité,Pratiquer des prises en charge de la douleur,Pratiquer une hémodialyse,Animer, coordonner une équipe,Surveiller l'état de santé d'une personne,Préparer, installer un dispositif médico-technique,Analyser des résultats d'examen médicaux,Réaliser des soins infirmiers","Protocoles de lutte contre les infections nosocomiales,Identification des signes et du degré de la douleur,Techniques d'hémodialyse,Charte des droits du patient,Bonnes pratiques de dispensation de l'oxygène - BPDO,Pathologies du vieillissement,Hygiène hospitalière,Pathologies psychiatriques,Protocoles de soins pré et post-opératoires,Formulaires de prise en charge d'hospitalisation à domicile,Produits Sanguins Labiles (PSL),Méthodes de décontamination de matériel,Démarche de Soins Infirmiers (DSI),Modalités de prise en charge de patients en fin de vie,Bonnes Pratiques Transfusionnelles -BPT-,Protocoles de soins d'urgence,Psychologie,Règles d'hygiène et d'asepsie",assistant.direction@rpe.nc
J1506,2025-03-10,Infirmier / Infirmière de soins généraux,2025-03-10 14:50:19+00,Dès que possible,Diplôme d'Infirmier,3 mois,1,2025-03-021278,2025-03-10 14:50:19+00,"Bac + 3, bac + 4",Moins d'1 an,Nouméa,"",98845  NOUMEA CEDEX,"Pratiquer des soins palliatifs,Informer un patient,Réaliser des soins d'hygiène corporelle, de confort et de prévention,Pratiquer des soins en oncologie,Désinfecter et décontaminer un équipement,Assurer la gestion administrative d'une activité,Pratiquer des prises en charge de la douleur,Renseigner des documents médico-administratifs,Surveiller l'état de santé d'une personne,Réaliser des soins infirmiers",,rh.noumea@psdp.nc
A1501,2025-04-28,Auxiliaire vétérinaire,2025-04-28 10:56:15+00,Dès que possible,,1 mois,1,2025-04-021699,2025-04-28 10:56:15+00,"Bac, bac professionnel",Moins d'1 an,Nouméa,SELARL VETERINAIRES DE LA VALLEE,98800 Nouméa,,,veterinaire@lagoon.nc
J1202,2025-03-10,Pharmacien / Pharmacienne,2025-03-10 09:57:08+00,Dès que possible,DOCTEUR EN PHARMACIE,6 mois,1,2025-03-021274,2025-03-10 09:57:08+00,Bac + 5 et plus,Au moins 10 ans,Nouméa,PHARMACIE GALLIENI ROCADE,98800 Nouméa,"Délivrer une prescription médicale,Vendre ou louer des produits ou des services,Réaliser des opérations liées à la gestion des ressources humaines,Établir, mettre à jour un dossier, une base de données,Réaliser des préparations pharmaceutiques,Informer sur les modalités de la prescription,Conseiller, accompagner une personne,Évaluer, prévenir, et gérer les risques et la sécurité,Réaliser le suivi de délivrance des médicaments dans l'ordonnancier,Réaliser des opérations comptables,Contrôler la modalité de délivrance de certains médicaments spécifiques (stupéfiants, ¿),Contrôler l'état des stocks,Concevoir et mettre en oeuvre des actions de sensibilisation,Assurer la gestion administrative d'une activité,Définir des besoins en approvisionnement,Apporter un appui technique pour le personnel,Organiser et contrôler un approvisionnement,Contrôler des circuits de distribution des gaz médicaux,Contrôler la conformité des données ou des documents,Enseigner, transmettre des connaissances, développer des compétences,Définir la politique et les orientations générales d'une organisation,Identifier la demande du service de soins ou du patient,Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison,Contribuer à la mise en oeuvre d'essais cliniques","Nutrition parentérale,Médicaments cytotoxiques,Classification des médicaments,Homéopathie,Pharmacovigilance,Pharmacologie,Caractéristiques du matériel paramédical,Caractéristiques du matériel orthopédique,Caractéristiques du matériel médical,Circuit des vigilances,Procédures de stérilisation du matériel,Phytothérapie,Guide des Bonnes Pratiques de Préparation Officinale -G.B.P.O-,Règles d'hygiène et d'asepsie",berengerecentrale@canl.nc
I1604,2025-04-24,Monteur / Monteuse en pneumatique,2025-04-24 09:46:35+00,Dès que possible,,1 mois,2,2025-04-021683,2025-04-24 09:46:35+00,Aucune formation scolaire,Aucune expérience professionnelle,Nouméa,CHRONO PNEU,98802,"Élaborer, adapter une proposition commerciale,Animer, coordonner une équipe,Acceuillir, orienter, informer une personne",,diane@chronopneu.com
J1506,2025-04-09,Infirmier coordinateur / Infirmière coordinatrice en établissement de soins,2025-04-09 13:45:40+00,Dès que possible,INFIRMIER(E) DIPLÔMÉ(E) D’ÉTAT (IDE),,1,2025-04-021572,2025-04-09 13:45:40+00,"Bac + 3, bac + 4",Au moins 1 an,Dumbéa,Stéphanie GARCIA,98837,"Pratiquer des soins palliatifs,Pratiquer un suivi des pathologies chroniques stabilisées,Informer un patient,Assurer la gestion administrative d'une activité,Renseigner des documents médico-administratifs,Animer, coordonner une équipe,Surveiller l'état de santé d'une personne,Réaliser des soins infirmiers","Protocoles de lutte contre les infections nosocomiales,Identification des signes et du degré de la douleur,Méthodes de décontamination de matériel,Charte des droits du patient,Démarche de Soins Infirmiers (DSI),Pathologies du vieillissement,Modalités de prise en charge de patients en fin de vie,Hygiène hospitalière,Protocoles de soins d'urgence,Règles d'hygiène et d'asepsie",direction@cordyline-nc.com
J1412,2024-12-16,Psychomotricien / Psychomotricienne,2024-12-16 22:08:29+00,Dès que possible,"Psychomotricien, ergothérapeute",,1,2024-12-020386,2024-12-16 22:08:29+00,Bac +2,Au moins 3 ans,Dumbéa,EAPAD LA CORDYLINE,98837 DUMBEA,"Élaborer des actions ou des règles de prévention,Réaliser un bilan psychomoteur,Procéder aux tests psychomoteurs et analyser les informations recueillies lors de l'évaluation (manifestations cliniques, motivation, ...),Cerner l'environnement du patient (psychologique, familial), répertorier ses difficultés (état des acquisitions, troubles cognitifs, attention) et l'informer sur la démarche psychomotrice,Renseigner des documents médico-administratifs,Concevoir le projet thérapeutique et arrêter les conditions d'intervention, les communiquer au patient ainsi qu'au médecin","Neurophysiologie,Techniques de relaxation,Techniques d'expression corporelle,Pathologies dégénératives,Psychologie du développement,Psychopathologie,Pathologies psychiatriques,Normes rédactionnelles,Techniques pédagogiques",directioncordyline@gmail.com
G1503,2025-04-07,Gouvernant / Gouvernante en établissement hôtelier,2025-04-07 11:16:16+00,Dès que possible,,,1,2025-04-021553,2025-04-07 11:16:16+00,"Bac, bac professionnel",Au moins 1 an,Nouméa,HOTEL GONDWANA,98845 NOUMEA CEDEX,"Expliquer et faire respecter les règles et procédures,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Organiser le travail d'une équipe,Évaluer des acquis d'apprentissage, de formation ou d'expérience,Transmettre un avis ou une remarque client au service concerné,Recueillir l'avis et les remarques d'un client","Planning du personnel,Règles d'hygiène et de propreté,Santé et sécurité au travail,Procédures de nettoyage et de désinfection",rejoigneznous@gondwanahotel.nc
D1205,2025-04-07,Linger / Lingère,2025-04-07 11:30:09+00,Dès que possible,,,1,2025-04-021554,2025-04-07 11:28:24+00,Aucune formation scolaire,Au moins 1 an,Nouméa,HOTEL GONDWANA,98845 NOUMEA CEDEX,"Vérifier la qualité de produits textiles (dimensions, aspect, coutures, etc.),Conduire une relation avec le client insatisfait,Contrôler l'état de propreté du linge,Réaliser des opérations de rempliage (ourlet, couture surpiquée...) sur des articles textiles,Assurer l'entretien/nettoyage courant du matériel après utilisation dans les conditions d'hygiène et de sécurité requises,Rendre compte de son action, de risques ou d'anomalies au responsable,Contrôler les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Pratiquer des gestes et postures de manutention en toute sécurité","Caractéristiques des produits de nettoyage,Caractéristiques des produits d'entretien textiles",rejoigneznous@gondwanahotel.nc
J1302,2025-04-02,Laborantin / Laborantine d'analyses médicales,2025-04-02 09:52:25+00,Dès que possible,,6 mois,1,2025-04-021506,2025-04-02 09:52:25+00,Bac +2,Au moins 1 an,Nouméa,Anonyme,,"Procéder au traitement de l'échantillon par centrifugation, dilution, chauffage, ..., surveiller le déroulement de l'analyse et consigner les données,Déclencher un réapprovisionnement,Préparer les analyseurs, les réactifs, ... et l'échantillon biologique (fractionnement, répartition, ...) selon le type d'analyse,Réceptionner et contrôler le prélèvement biologique et consigner la date, l'heure de prélèvement, les coordonnées du patient, ...,Vérifier le fonctionnement des analyseurs, actualiser le registre de maintenance et informer en cas de dysfonctionnement,Réceptionner et contrôler le prélèvement et ses indications avant analyse,Comparer les résultats de l'analyse aux résultats antérieurs, aux valeurs minimales/maximales et établir le compte rendu,Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation,Approvisionner les unités de soins,Suivre l'état des stocks,Entretenir un poste de travail,Détruire des déchets,Désinfecter et décontaminer un équipement,Entretenir, nettoyer un espace, un lieu, un local,Organiser et contrôler un approvisionnement","Méthodes d'analyse en anatomo-cytopathologie,Procédures de bio nettoyage,Méthodes d'analyse de prélèvements de tissus,Méthodes d'analyse en cytologie",direction@anapath-noumea.nc
J1505,2025-07-31,Infirmier / Infirmière d'entreprise,2025-04-08 13:07:41+00,"",,,3,2025-04-021561,2025-04-08 11:19:47+00,"Bac + 3, bac + 4",Au moins 3 ans,Nouméa,Anonyme,,"Détecter des situations à risques (maltraitance, harcèlement, urgence sociale, addiction...),Réaliser un diagnostic ou un bilan paramédical,Appliquer un cadre juridique ou réglementaire,Rédiger un rapport, un compte rendu d'activité,Planifier des rendez-vous selon le type d'intervention et le degré d'urgence,Identifier les facteurs de risques sanitaires ou environnementaux,Accueillir, orienter et renseigner un patient,Collecter et analyser des informations","Classification des maladies professionnelles,Méthodes d'enquête épidémiologique et/ou alimentaire,Protocoles de soins d'urgence,Droit du travail",melodie.masson@emc-pacific.com
C1302,2025-04-07,Opérateur / Opératrice back-office,2025-04-08 13:07:52+00,Dès que possible,,,2,2025-04-021559,2025-04-07 16:28:48+00,Bac +2,Au moins 1 an,Nouméa,Anonyme,,"Rédiger un rapport, un compte rendu d'activité,Analyser la qualité des process,Mettre en application les règles et les procédures,Gérer des risques",,melodie.masson@emc-pacific.com
M1802,2025-04-07,Expert / Experte méthodes et outils en informatique,2025-04-07 08:07:14+00,Dès que possible,,,1,2025-04-021542,2025-04-07 08:07:14+00,"Bac + 3, bac + 4",Au moins 3 ans,Dumbéa,SOCALOG,98839,"Déployer, intégrer un logiciel, un système d'informations, une application,Concevoir et gérer un projet,Conseiller une organisation, une structure,Gérer une base de données numériques,Allouer et organiser les ressources d'un projet selon les besoins et contraintes,Recueillir et analyser les besoins client,Accompagner l'appropriation d'un outil par ses utilisateurs,Communiquer auprès de ses clients internes et externes,Structurer, synthétiser des informations,Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs,Réaliser une veille technique ou technologique pour anticiper les évolutions,Procéder aux phases de tests et de recettes des applications développées,Assurer un rôle de support avant-vente,Apporter une assistance technique,Évaluer le résultat de ses actions,Contrôler la conformité des données ou des documents,Présenter et valoriser un produit ou un service",Procédures de tests,rh@socalog.nc
I1604,2025-04-24,Technicien / Technicienne de maintenance de véhicules industriels,2025-04-24 16:00:33+00,Dès que possible,,,1,2025-04-021689,2025-04-24 16:00:33+00,,Au moins 5 ans,Poya,CIPAC SERVICES,98846 NOUMEA CEDEX,"Changer ou réparer les moteurs, boîtes de vitesse, embrayages, suspensions, démarreurs,Planifier les réceptions de véhicules,Déterminer une solution technique de remise en état du véhicule et des équipements,Superviser des opérations, des actions,Contrôler la conformité technique d'un véhicule,Réparer un véhicule,Manipuler un engin de manutention ou de chantier,Réaliser un essai sur route d'un véhicule automobile particulier ou industriel","Technologie des systèmes de freinage,Procédures d'entretien de véhicules,Technologie des équipements électriques,Hydraulique,Règles de sécurité des biens et des personnes,Principes de fonctionnement d'un moteur,Principes de fonctionnement d'un système de climatisation,Pneumatique,Règles de sécurité,Logiciel de détection de panne,Lecture de plan, de schéma",resprh@cipac.nc
I1103,2025-04-14,Responsable maintenance de parc logistique,2025-04-14 10:17:07+00,Dès que possible,,,1,2025-04-021602,2025-04-14 10:17:07+00,Bac +2,Au moins 3 ans,Nouméa,CIPAC Industrie,98802 NOUMEA CEDEX,"Planifier les réceptions de véhicules,Contrôler les réparations,Utiliser les outils bureautiques,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Organiser le travail d'une équipe,Contrôler la conformité technique d'un véhicule,Rédiger un rapport, un compte rendu d'activité,Planifier des réparations,Suivre et contrôler la conformité réglementaire d'utilisation de véhicules (contrôle technique, assurance, permis, temps de repos, ...),Identifier des non-conformités,Animer, coordonner une équipe,Contrôler la conformité des données ou des documents,Déterminer des mesures correctives,Transmettre une technique, un savoir-faire","Caractéristiques des engins de levage,Poids lourds,Fonctionnement des engins agricoles,Critères de contrôle réglementaire de véhicules,Mécanique",resprh@cipac.nc
H2902,2025-04-23,Chaudronnier soudeur / Chaudronnière soudeuse,2025-04-24 16:35:55+00,Dès que possible,,1 mois,1,2025-04-021679,2025-04-23 13:58:51+00,"CAP, BEP",Au moins 3 ans,Boulouparis,ENT.FOUCHER MAX,98840 TONTOUTA,"Réaliser des marquages,Assembler et positionner les pièces, plaques, tubes (soudure-pointage, rivet, agrafe, colle, ...),Contrôler les pièces, l'assemblage,Réaliser des opérations de soudage,Tailler, découper des matériaux,Tracer les développés et reporter les cotes sur les matériaux (plaques, tubes, profilés, ...),Utiliser une installation, une machine,Réaliser les finitions (meulage, ébavurage, redressage)",,emf@mls.nc
K2503,2025-04-14,Agent / Agente de sécurité,2025-04-14 12:23:27+00,Dès que possible,formation ASPQ et carte professionnelle,3 mois,1,2025-04-021604,2025-04-14 12:23:27+00,Aucune formation scolaire,Aucune expérience professionnelle,Nouméa,Horus,98890 Païta,"Prévenir et résoudre les conflits,Sécuriser un convoi routier,Communiquer à l'oral en milieu professionnel,Comprendre, interpréter des données et documents techniques,Utiliser les outils bureautiques,Expliquer et faire respecter les règles et procédures,Rédiger un rapport, un compte rendu d'activité,Renseigner les supports de contrôle et de constat,Rendre compte de son action, de risques ou d'anomalies au responsable,Réaliser une intervention nécessitant une habilitation,Déterminer des mesures conservatoires d'un bien ou d'un lieu,Gérer une situation conflictuelle,Animer, coordonner une équipe,Transmettre de l'information,Repérer les anomalies, incidents et informer les forces de l'ordre et les clients","Habilitation Agent de prévention et de sécurité,Utilisation d'outils de radiocommunication",marwan.ahau@horus.nc
I1307,2025-04-15,Technicien / Technicienne sécurité-alarme,2025-04-15 07:52:10+00,Dès que possible,Electrotechnique ou électronique,,1,2025-04-021608,2025-04-15 07:52:10+00,"Bac, bac professionnel",Aucune expérience professionnelle,Nouméa,SECU SYSTEM'S,98845 NEA CEDEX,"Assembler des matériaux, des produits,Élaborer, adapter une proposition commerciale,Remettre les systèmes en état de fonctionnement par échange standard ou réfection d'ensemble ou de sous-ensemble,Configurer ou paramétrer l'équipement de télécommunication, de courants faibles et effectuer les essais fonctionnels,Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné,Installer l'équipement sur le site et le connecter aux réseaux extérieurs,Vérifier la conformité de l'installation sur site, help desk, hot line,Entretenir du matériel multimédia,Estimer les coûts et les délais d'une activité ou d'une prestation,Réaliser une intervention nécessitant une habilitation,Réceptionner et décharger les matériaux livrés en s'assurant de la conformité de la livraison en quantité et en qualité,Connecter une boîte de raccordements,Analyser un cahier des charges,Changer ou réparer une pièce ou un ensemble défectueux,Apporter une assistance technique,Assembler les éléments de l'équipement,Préparer du matériel en prévision d'un travail,Actualiser et faire évoluer les équipements de télécommunication ou de courants faibles,Identifier les matériels à intégrer,Identifier les phases d'intervention à partir des informations du diagnostic help desk, de la hot line, des dossiers constructeur","Micro-informatique,Organisation d'une baie de brassage,Traitement du son,Caractéristiques des Modulateurs Démodulateurs -MODEM-,Technologie des fibres optiques,Installations surveillance-intrusion,Systèmes de sécurité-incendie,Technologies radiofréquences,Installation de téléphonie,Lecture de plan, de schéma,Electricité,Électronique,Protocoles IP,Utilisation d'analyseur de protocole de réseaux WireShare,Protocoles et normes télécoms,Utilisation d'appareils de mesure optique (réflectomètre, wattmètre optique, ...),Utilisation d'appareils de mesure électrique (multimètre, ...),Utilisation de soudeuse à fibres optiques,Architecture d'un réseau téléphonique commuté,Informatique",secusystems@secusystem.nc
M1607,2025-05-05,Assistant administratif / Assistante administrative,2025-03-27 10:27:32+00,"",,3 mois,1,2025-03-021460,2025-03-27 10:27:32+00,Bac +2,Au moins 5 ans,Nouméa,INTER ASSISTANCE by Merci Henry !,98800 NOUMEA,"Renseigner, mettre à jour une documentation technique,Établir, mettre à jour un dossier, une base de données,Utiliser les outils bureautiques,Réaliser la gestion administrative du personnel,Suivre un contrat, vérifier le respect des clauses contractuelles,Rédiger un rapport, un compte rendu d'activité,Coordonner l'activité d'une équipe,Réaliser des opérations comptables,Assurer la gestion administrative d'une activité,Organiser des déplacements professionnels,Classer des documents,Organiser le traitement des commandes,Planifier des rendez-vous,Acceuillir, orienter, informer une personne,Archiver des dossiers et documents de référence,Saisir des documents juridiques","Gestion administrative du courrier,Comptabilité générale,Modalités d'accueil,Logiciels comptables,Normes rédactionnelles",contact@interassistance.nc
I1401,2025-03-06,Agent / Agente de maintenance sur systèmes d'impression et de reprographie,2025-03-06 08:10:44+00,Dès que possible,electro-technique,,1,2025-03-021242,2025-03-06 08:10:44+00,Bac +2,Au moins 1 an,Nouméa,ABI SHARP CENTER,98802 NOUMEA CEDEX,"Changer ou réparer un élément ou un ensemble défectueux,Réaliser les opérations de nettoyage et de réglage sur les matériels et équipements,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement,Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné,Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance,Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel,Identifier des ressources nécessaires à la résolution d'un dysfonctionnement,Identifier les phases d'intervention à partir des informations du diagnostic help desk, de la hot line, des dossiers constructeur","Procédures relatives aux licences et garanties,Micro-informatique,Electricité,Logiciels de gestion d'appels téléphoniques,Logiciels de gestion de parc informatique,Électronique,Procédures de déploiement d'installation,Règles de sécurité Informatique et Télécoms,Protection des données numériques,Utilisation d'appareils de mesure électrique (multimètre, ...),Procédures d'entretien de matériel informatique,Informatique",c.tourdot@sharp-center.nc
D1401,2025-04-02,Assistant commercial / Assistante commerciale,2025-04-02 08:55:40+00,Dès que possible,,,1,2025-04-021503,2025-04-02 08:55:40+00,Bac +2,Au moins 5 ans,Nouméa,ABI SHARP CENTER,98802 NOUMEA CEDEX,"Développer et fidéliser la relation client,Établir, mettre à jour un dossier, une base de données,Utiliser les outils bureautiques,Effectuer le suivi des commandes, la facturation,Réaliser un suivi des dossiers clients, fournisseurs,Réceptionner les appels téléphoniques,Vérifier les conditions de réalisation d'une commande,Suivre des éléments de paiement de commandes,Renseigner un client,Assurer la gestion administrative d'une activité,Enregistrer les données d'une commande,Réaliser une étude technique et commerciale,Transmettre de l'information,Acceuillir, orienter, informer une personne,Proposer des solutions correctives","Outils bureautiques,Organisation de la chaîne logistique,Techniques commerciales,Utilisation d'outils collaboratifs (planning partagé, web conférence, réseau social d'entreprise, ...),Normes rédactionnelles,Gestion administrative",c.tourdot@sharp-center.nc
C1302,2025-04-16,Responsable de back-office,2025-04-16 08:57:59+00,Dès que possible,,,1,2025-04-021620,2025-04-16 08:57:59+00,Bac + 5 et plus,Au moins 5 ans,Nouméa,G.A.A.,98800 Nouméa,,,contactgaanc@gmail.com
M1707,2025-04-16,Directeur commercial / Directrice commerciale,2025-04-16 12:13:40+00,Dès que possible,commerce,,1,2025-04-021624,2025-04-16 12:13:40+00,Bac + 5 et plus,Au moins 5 ans,Nouméa,CIPAC Industrie,98802 NOUMEA CEDEX,"Élaborer, suivre et piloter un budget,Concevoir et gérer un projet,Concevoir des supports de suivi et de gestion,Réaliser des opérations liées à la gestion des ressources humaines,Développer et fidéliser la relation client,Établir les modalités de règlement d'un litige ou transmettre aux services juridiques, contentieux,Piloter une activité,Préparer et animer une réunion, un groupe de travail, un atelier,Organiser l'activité commerciale export d'une entreprise,Mettre en oeuvre une stratégie commerciale,Déterminer le potentiel d'un client ou prospect,Rechercher et identifier des évolutions de marchés, des marchés potentiels,Prospecter de nouveaux clients, de nouveaux marchés,Animer, coordonner une équipe,Analyser, exploiter, structurer des données,Rédiger un cahier des charges, des spécifications techniques,Réaliser une veille de marché, une veille concurrentielle,Développer un portefeuille clients et prospects,Élaborer une stratégie commerciale","Logiciel de gestion clients,Réglementation des douanes,Techniques de vente,Techniques d'affacturage,Données d'activité de la structure, du service,Marketing / Mercatique,Outils de planification,Techniques commerciales,Gestion budgétaire,Analyse statistique,Droit du commerce international,Droit commercial",resprh@cipac.nc
F1602,2025-04-16,Électricien / Électricienne bâtiment tertiaire,2025-04-16 13:42:56+00,Dès que possible,,3 mois,1,2025-04-021628,2025-04-16 13:42:56+00,"CAP, BEP",Au moins 1 an,Nouméa,Anonyme,,"Analyser une situation et produire un diagnostic,Communiquer à l'oral en milieu professionnel,Prendre une décision et l'expliquer,Réaliser et poser des chemins de câbles et des conduits électriques en apparent ou en encastré,Positionner une armoire électrique de locaux domestiques ou tertiaires,Analyser, résoudre un problème courant ou complexe,Raccorder des éléments basse tension,Fixer des éléments basse tension,Réaliser un diagnostic technique,Tirer les câbles courants et spécifiques,Réaliser des supports et des armoires électriques,Élaborer des processus et des modes opératoires techniques,Réaliser des marquages,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Câbler un matériel,Réaliser le recettage d'une installation informatique, d'une installation domotique connectée,Relever les mesures du chantier et les caractéristiques du site,Réaliser une intervention nécessitant une habilitation,Concevoir un précâblage informatique et de communication,Réaliser des prises terre et effectuer la mise à la terre afin de respecter les normes de sécurité,Mettre en place de petits appareillages B.T. tels que prises de courant, appareils d'éclairage, de commande, de coupure, de chauffage,Transmettre de l'information,Contrôler l'état d'avancement des travaux,Préparer du matériel en prévision d'un travail,Réaliser les saignées et les creusements divers","Règles et consignes de sécurité,Utilisation d'appareils de mesure électrique (multimètre, ...),Électricité du domaine des Voix, Données, Images (VDI),Lecture de plan, de schéma",compta@elecnea.nc
D1214,2025-04-17,Vendeur / Vendeuse en optique lunetterie,2025-04-17 17:25:26+00,Dès que possible,,,1,2025-04-021645,2025-04-17 17:25:26+00,"CAP, BEP",Au moins 3 ans,Païta,CLARO OPTICIEN,98800 NOUMEA,"Assurer un service après-vente,Développer et fidéliser la relation client,Vendre ou louer des produits ou des services,Mettre en oeuvre des actions commerciales et promotionnelles,Vérifier la symétrie et le bien-aller du vêtement sur mannequin ou lors de l'essayage,Procéder à l'encaissement,Contrôler l'état des stocks,Gérer une caisse,Apporter une assistance technique,Organiser le traitement des commandes,Présenter et valoriser un produit ou un service,Organiser, aménager un espace de vente,Acceuillir, orienter, informer une personne,Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison",,olivier.gehin@lagoon.nc
K2303,2025-04-18,Agent / Agente de déchetterie,2025-04-18 07:16:22+00,Dès que possible,,3 mois,1,2025-04-021647,2025-04-18 07:16:22+00,"Bac, bac professionnel",Au moins 1 an,Nouméa,CALEDONIENNE DE SERVICES PUBLICS - CSP,98845 NOUMEA CEDEX,"Appliquer les procédures de refus de collecte,Contrôler l'état de propreté des équipements,Collecter des déchets ménagers ou industriels,Sensibiliser un public,Vérifier la conformité du tri sélectif,Respecter le code de la route,Aménager, entretenir un espace vert,Rendre compte de son action, de risques ou d'anomalies au responsable,Trier les déchets selon leur traitement ou leur valorisation futurs","Règles de salubrité et d'hygiène publique,Règles d'hygiène et de propreté,Types de déchets,Critères de tri sélectif,Utilisation de matériel de nettoyage,Règles de sécurité",lrousseau@csp.nc
J1506,2025-04-18,Infirmier / Infirmière en gériatrie,2025-04-18 09:54:37+00,Dès que possible,Diplôme d'infirmière obligatoire,,1,2025-04-021648,2025-04-18 09:54:37+00,"Bac + 3, bac + 4",Au moins 1 an,Nouméa,Anonyme,,"Pratiquer des soins palliatifs,Pratiquer un suivi des pathologies chroniques stabilisées,Pratiquer des prises en charge de la douleur,Pratiquer des prélèvements sanguins et bactériologiques,Pratiquer des soins aux personnes âgées,Renseigner des documents médico-administratifs,Organiser le plan de soins infirmiers selon les besoins des patients et préparer le chariot de soins ou la trousse médicale,Cerner l'état du patient (clinique, psychologique) et consigner les informations recueillies dans le dossier médical,Réaliser les soins infirmiers, communiquer avec le patient (ressenti, douleur, ...) et actualiser le dossier de soins infirmiers (incidents, modifications d'état clinique, ...),Désinfecter et décontaminer un équipement,Tenir à jour les dossiers médico-administratifs des patients,Surveiller l'état clinique du patient (constantes, fonctions d'élimination, comportement, ...) et informer l'équipe soignante/médicale sur l'évolution de l'état clinique,Réaliser ou contrôler les soins d'hygiène, de confort et apporter une aide au patient (lever, marche, soins post opératoires...)","Pathologies du vieillissement,Modalités de prise en charge de patients en fin de vie,Méthodes de décontamination de matériel,Identification des signes et du degré de la douleur,Protocoles de soins d'urgence,Règles d'hygiène et d'asepsie",rh.noumea@psdp.nc
